Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG_status	gene_id	gene_name	gene_biotype
gene:FGSG_00554	9536.71797946453	-3.1092025705823	0.101461015306845	-30.6443076799424	3.14694527528832e-206	3.25834713803353e-202	down	gene:FGSG_00554	gene:FGSG_00554	NA
gene:FGSG_06480	4716.77061079263	2.94487284892641	0.113240936205349	26.0053735654943	4.3054597166348e-149	2.22893649530184e-145	up	gene:FGSG_06480	gene:FGSG_06480	NA
gene:FGSG_08081	4510.34073669835	-2.07991702350024	0.0906652882069524	-22.94061006846	1.82847878497594e-116	6.3106897798803e-113	down	gene:FGSG_08081	gene:FGSG_08081	NA
gene:FGSG_09595	362.494875462861	-4.56622869390655	0.214137542818754	-21.3238119472185	6.82650898653749e-101	1.76704185116523e-97	down	gene:FGSG_09595	gene:FGSG_09595	NA
gene:FGSG_02783	6910.79161654446	1.17652403176452	0.0606755235092867	19.3904224260125	9.29702145516085e-84	1.92522720293471e-80	up	gene:FGSG_02783	gene:FGSG_02783	NA
gene:FGSG_08079	1660.14506791146	-1.78795635332891	0.0927345478729389	-19.2803695530892	7.8513587660371e-83	1.35488281105914e-79	down	gene:FGSG_08079	gene:FGSG_08079	NA
gene:FGSG_08083	940.823851005094	-2.12722588757862	0.111230523464528	-19.1244796960521	1.57941493660896e-81	2.33618032194988e-78	down	gene:FGSG_08083	gene:FGSG_08083	NA
gene:FGSG_02323	3419.05793809083	-1.47359708152337	0.0803097264391324	-18.3489241821814	3.36713400986311e-75	4.35791319226533e-72	down	gene:FGSG_02323	gene:FGSG_02323	NA
gene:FGSG_11097	874.353586539984	2.23126358382509	0.134531776498646	16.5854019169036	8.88691732458821e-62	1.02239046643096e-58	up	gene:FGSG_11097	gene:FGSG_11097	NA
gene:FGSG_02322	24302.51026124	-1.72080751731286	0.108305464071264	-15.8884644654732	7.61706610817757e-57	7.88671024840706e-54	down	gene:FGSG_02322	gene:FGSG_02322	NA
gene:FGSG_06184	55372.2735385608	1.22335878109524	0.0796408510496609	15.3609456073291	2.99178820871851e-53	2.81608864664286e-50	up	gene:FGSG_06184	gene:FGSG_06184	NA
gene:FGSG_13756	1093.54022860117	1.97948863992226	0.131265512609541	15.0800358797242	2.1914984075899e-51	1.89089787601548e-48	up	gene:FGSG_13756	gene:FGSG_13756	NA
gene:FGSG_08077	10768.812979479	-0.842218478238571	0.0596809127703424	-14.1120240817949	3.20252304522069e-45	2.550686431555e-42	ns	gene:FGSG_08077	gene:FGSG_08077	NA
gene:FGSG_04694	998.196028592741	1.73682308956237	0.123833000419616	14.0255269893892	1.08800919875965e-44	8.04660517425532e-42	up	gene:FGSG_04694	gene:FGSG_04694	NA
gene:FGSG_00415	27496.1177837046	-0.883004841286718	0.0644400033454866	-13.7027435667966	9.77593993432716e-43	6.74800547200156e-40	ns	gene:FGSG_00415	gene:FGSG_00415	NA
gene:FGSG_03518	5994.74061620906	-1.28348490279653	0.0948094752200567	-13.5375172135223	9.39095906613396e-42	6.07712438567194e-39	down	gene:FGSG_03518	gene:FGSG_03518	NA
gene:FGSG_02324	297.465635724355	-2.71163431645732	0.202818370358474	-13.3697668099029	9.08251390174808e-41	5.53178523168821e-38	down	gene:FGSG_02324	gene:FGSG_02324	NA
gene:FGSG_09086	230.642396121114	-2.37981800032741	0.178997462859743	-13.2952610741313	2.4661094657769e-40	1.41856096714744e-37	down	gene:FGSG_09086	gene:FGSG_09086	NA
gene:FGSG_00523	7198.82354567106	-1.38098220555216	0.105219319752353	-13.1247969365557	2.37418302387829e-39	1.29380479101241e-36	down	gene:FGSG_00523	gene:FGSG_00523	NA
gene:FGSG_11129	4482.92662170102	1.07598438157527	0.0823421221423269	13.0672413289937	5.06699433517133e-39	2.6231829673182e-36	up	gene:FGSG_11129	gene:FGSG_11129	NA
gene:FGSG_06482	96.5395530093575	3.46258436012657	0.265233077770999	13.0548738084476	5.96087222837342e-39	2.93899385964659e-36	up	gene:FGSG_06482	gene:FGSG_06482	NA
gene:FGSG_08844	5488.40390957995	1.7291413408498	0.134131899501588	12.8913505830828	5.0354167143068e-38	2.36985021181512e-35	up	gene:FGSG_08844	gene:FGSG_08844	NA
gene:FGSG_02615	3233.76808275283	-1.65270373838546	0.129043790531028	-12.807309298529	1.49219620357309e-37	6.71747803991119e-35	down	gene:FGSG_02615	gene:FGSG_02615	NA
